id,sentence,difficulty,difficulty_encoded,sentence_length,word_count,average_word_length,pos_tags,unique_word_count,type_token_ratio,clause_count,long_word_count,sentence_length_words,long_sentence
3823,Se précipiter avec violence dans un passage.,B1,2,44,7,5.428571428571429,"Counter({'ADP': 2, 'NOUN': 2, 'PRON': 1, 'VERB': 1, 'DET': 1, 'PUNCT': 1})",7,1.0,0,3,7,0
3824,L'homme par qui le scandale est arrivé ne cachait pas son émotion.,B1,2,66,12,4.583333333333333,"Counter({'DET': 3, 'NOUN': 3, 'VERB': 2, 'ADV': 2, 'ADP': 1, 'PRON': 1, 'AUX': 1, 'PUNCT': 1})",12,1.0,0,2,12,0
3825,Et parions que ces nouvelles technologies sauront créer un imaginaire tout aussi riche et fécond et pas seulement être des technologies au service de notre réalité.,C2,5,164,26,5.346153846153846,"Counter({'NOUN': 6, 'DET': 4, 'ADV': 4, 'CCONJ': 3, 'ADJ': 3, 'VERB': 2, 'ADP': 2, 'SCONJ': 1, 'AUX': 1, 'PUNCT': 1})",24,0.9230769230769231,0,6,26,1
3826,"On voyait là des têtes de vieux, inexpressives et pacifiques, et qui, blanchâtres de chevelure et de teint, ressemblaient à des médailles d'argent ternies par une vapeur de plomb.",C1,4,179,29,5.206896551724138,"Counter({'ADP': 8, 'NOUN': 8, 'PUNCT': 5, 'VERB': 3, 'ADJ': 3, 'CCONJ': 3, 'PRON': 2, 'DET': 2, 'ADV': 1})",23,0.7931034482758621,4,7,29,1
3827,"En prenant toute configuration géographique pour un objet historique et réciproquement, la géohistoire participe au dépassement des conceptions d'un monde dont la diversité ne serait traduite que par des ""civilisations"" intemporelles et incompatibles entre elles.",C1,4,263,35,6.542857142857143,"Counter({'NOUN': 9, 'ADP': 7, 'DET': 6, 'ADJ': 4, 'PUNCT': 4, 'VERB': 2, 'CCONJ': 2, 'ADV': 2, 'PRON': 2, 'AUX': 1, 'SCONJ': 1})",32,0.9142857142857143,1,13,35,1
3828,La police a déclaré qu'elle avait trouvé le voleur de la Joconde.,B1,2,65,12,4.5,"Counter({'DET': 3, 'NOUN': 2, 'AUX': 2, 'VERB': 2, 'SCONJ': 1, 'PRON': 1, 'ADP': 1, 'PROPN': 1, 'PUNCT': 1})",12,1.0,0,1,12,0
3829,"Pour moi, tout va bien.",A2,1,23,5,3.8,"Counter({'PUNCT': 2, 'ADV': 2, 'ADP': 1, 'PRON': 1, 'VERB': 1})",5,1.0,1,0,5,0
3830,Cet enjeu considérable a mené les communautés scientifiques nationales et internationales à lancer plusieurs projets d'envergure.,C1,4,129,16,7.125,"Counter({'NOUN': 4, 'ADJ': 4, 'DET': 3, 'VERB': 2, 'ADP': 2, 'AUX': 1, 'CCONJ': 1, 'PUNCT': 1})",16,1.0,0,7,16,1
3831,"Le soir, ils sont allés à un concert",A1,0,36,8,3.625,"Counter({'DET': 2, 'NOUN': 2, 'PUNCT': 1, 'PRON': 1, 'AUX': 1, 'VERB': 1, 'ADP': 1})",8,1.0,1,0,8,0
3832,"Mais aucune femme n'a encore eu la médaille Fields, l'équivalent du prix Nobel pour les mathématiques.",B2,3,102,16,5.4375,"Counter({'NOUN': 6, 'DET': 4, 'ADV': 2, 'PUNCT': 2, 'ADP': 2, 'CCONJ': 1, 'AUX': 1, 'VERB': 1, 'PROPN': 1})",16,1.0,1,3,16,1
3833,Le héros est mort à la fin du film.,A2,1,35,9,3.0,"Counter({'NOUN': 3, 'DET': 2, 'ADP': 2, 'AUX': 1, 'VERB': 1, 'PUNCT': 1})",9,1.0,0,0,9,0
3834,Je suis battu.,A1,0,14,3,4.0,"Counter({'PRON': 1, 'AUX': 1, 'ADJ': 1, 'PUNCT': 1})",3,1.0,0,0,3,0
3835,"Et comme elle était, à ses débuts, utilisée sur les trottoirs, elle a occasionné de nombreux accidents",B2,3,102,17,5.0588235294117645,"Counter({'PUNCT': 3, 'DET': 3, 'NOUN': 3, 'PRON': 2, 'AUX': 2, 'ADP': 2, 'VERB': 2, 'CCONJ': 1, 'SCONJ': 1, 'ADJ': 1})",16,0.9411764705882353,3,5,17,1
3836,"Ses cheveux, dont les deux bandeaux noirs semblaient chacun d'un seul morceau, tant ils étaient lisses, étaient séparés sur le milieu de la tête par une raie fine, qui s'enfonçait légèrement selon la courbe du crâne ; et, laissant voir à peine le bout de l'oreille, ils allaient se confondre par derrière en un chignon abondant, avec un mouvement ondé vers les tempes, que le médecin de campagne remarqua là pour la première fois de sa vie.",C2,5,440,77,4.7272727272727275,"Counter({'NOUN': 19, 'ADP': 16, 'DET': 15, 'PUNCT': 10, 'VERB': 10, 'PRON': 7, 'ADJ': 4, 'ADV': 3, 'AUX': 2, 'NUM': 1, 'CCONJ': 1, 'SCONJ': 1})",65,0.8441558441558441,9,16,77,1
3837,Je retourne à mon vice !,A2,1,24,6,3.1666666666666665,"Counter({'PRON': 1, 'VERB': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1})",6,1.0,0,1,6,0
3838,"Nos vignerons ont pris des claques, ont été humiliés par les californiens et les chiliens et bien ils ont su réagir !",B2,3,117,22,4.363636363636363,"Counter({'DET': 4, 'NOUN': 4, 'AUX': 4, 'VERB': 4, 'PUNCT': 2, 'CCONJ': 2, 'ADP': 1, 'ADV': 1, 'PRON': 1})",18,0.8181818181818182,1,5,22,1
3839,Pourrais-tu me passer le sel ?,A1,0,30,6,4.166666666666667,"Counter({'PROPN': 3, 'ADV': 1, 'PRON': 1, 'VERB': 1, 'DET': 1, 'PUNCT': 1})",6,1.0,0,1,6,0
3840,"Pour dissuader ses lycéens de faire les Beaux-arts, l'École du cirque ou de se diriger vers diplôme d'arts du spectacle, un proviseur avait coutume de leur raconter cette histoire : J'avais deux copains.",C1,4,203,33,5.181818181818182,"Counter({'NOUN': 12, 'ADP': 8, 'VERB': 6, 'DET': 5, 'PUNCT': 4, 'PRON': 3, 'CCONJ': 1, 'AUX': 1, 'NUM': 1})",30,0.9090909090909091,3,7,33,1
3841,"Depuis que je suis toute petite, je voyage beaucoup",B1,2,51,9,4.777777777777778,"Counter({'PRON': 2, 'ADP': 1, 'SCONJ': 1, 'AUX': 1, 'DET': 1, 'ADJ': 1, 'PUNCT': 1, 'NOUN': 1, 'ADV': 1})",8,0.8888888888888888,1,1,9,0
3842,Et il y a en ce sens comme une chute temporelle de Jésus s'abaissant pour s'accommoder aux concepts hébraïques.,C2,5,111,19,4.894736842105263,"Counter({'ADP': 5, 'PRON': 4, 'NOUN': 4, 'VERB': 3, 'DET': 2, 'ADJ': 2, 'CCONJ': 1, 'PUNCT': 1})",19,1.0,0,5,19,1
3843,On va manger des glaces et des bonbons.,A1,0,39,8,4.0,"Counter({'VERB': 2, 'NOUN': 2, 'PRON': 1, 'DET': 1, 'CCONJ': 1, 'ADP': 1, 'PUNCT': 1})",7,0.875,0,1,8,0
3844,Que faire aujourd'hui?,A1,0,22,3,6.666666666666667,"Counter({'PRON': 1, 'VERB': 1, 'ADV': 1, 'PUNCT': 1})",3,1.0,0,1,3,0
3845,Les nationalités non soumises à visa (liste commune établie par les pays membres) peuvent circuler sur le territoire Schengen pendant une période de 3 mois au maximum,C1,4,166,27,5.185185185185185,"Counter({'NOUN': 9, 'ADP': 6, 'DET': 4, 'VERB': 3, 'ADJ': 2, 'PUNCT': 2, 'ADV': 1, 'PROPN': 1, 'NUM': 1})",27,1.0,0,6,27,1
3846,"Et pour les enfants, des ateliers de pâtisserie se dérouleront chaque jour tout au long de la journée",A2,1,101,18,4.666666666666667,"Counter({'NOUN': 6, 'ADP': 4, 'DET': 4, 'CCONJ': 1, 'PUNCT': 1, 'PRON': 1, 'VERB': 1, 'ADV': 1})",17,0.9444444444444444,1,4,18,1
3847,"Que les marquis se taisent sur leurs bancs, ou bien je fais tâter ma canne à leurs rubans !",C1,4,91,19,3.8421052631578947,"Counter({'DET': 4, 'NOUN': 4, 'VERB': 3, 'PRON': 2, 'ADP': 2, 'PUNCT': 2, 'SCONJ': 1, 'CCONJ': 1, 'ADV': 1})",18,0.9473684210526315,1,0,19,1
3848,L'hirondelle annonce soit le printemps soit l'automne.,B2,3,54,7,6.857142857142857,"Counter({'DET': 3, 'NOUN': 3, 'AUX': 2, 'PROPN': 1, 'PUNCT': 1})",6,0.8571428571428571,0,3,7,0
3849,"Quelque chose qui nous a rapproché c'est que toutes les deux on était assez rebelles et assez euh, on aimait bien faire des choses qui sortaient un peu de l'ordinaire.",A1,0,167,30,4.6,"Counter({'PRON': 6, 'DET': 5, 'VERB': 5, 'ADV': 4, 'NOUN': 3, 'ADJ': 3, 'AUX': 2, 'PUNCT': 2, 'SCONJ': 1, 'NUM': 1, 'CCONJ': 1, 'ADP': 1})",27,0.9,1,4,30,1
3850,Il est employé,A1,0,14,3,4.0,"Counter({'PRON': 1, 'AUX': 1, 'VERB': 1})",3,1.0,0,0,3,0
3851,"Le soir, pour me détendre, j'écoute de la musique ou je regarde un peu la télé",A1,0,78,16,3.9375,"Counter({'DET': 4, 'NOUN': 3, 'PRON': 3, 'VERB': 3, 'PUNCT': 2, 'ADP': 2, 'CCONJ': 1, 'ADV': 1})",15,0.9375,2,2,16,1
3852,Celui-ci s'était cassé une aile en tombant d'une branche et il ne pouvait plus voler.,A2,1,85,15,4.733333333333333,"Counter({'PRON': 4, 'VERB': 4, 'DET': 2, 'NOUN': 2, 'ADP': 2, 'ADV': 2, 'PROPN': 1, 'AUX': 1, 'CCONJ': 1, 'PUNCT': 1})",15,1.0,0,1,15,0
3853,Comment a-t-il trouvé ce joli chemin ?,A2,1,38,7,4.571428571428571,"Counter({'PRON': 2, 'NOUN': 2, 'ADV': 1, 'AUX': 1, 'VERB': 1, 'DET': 1, 'PUNCT': 1})",7,1.0,0,0,7,0
3854,"Ensuite, nous pouvons difficilement prévoir la quantité d'essais à gérer en parallèle.",B2,3,86,12,6.25,"Counter({'VERB': 4, 'NOUN': 3, 'ADP': 3, 'PUNCT': 2, 'ADV': 1, 'PRON': 1, 'DET': 1})",12,1.0,1,5,12,0
3855,"Mais, passé les restrictions préliminaires, ils trouvent ça génial .",B2,3,68,10,5.9,"Counter({'PUNCT': 3, 'ADJ': 3, 'VERB': 2, 'CCONJ': 1, 'DET': 1, 'NOUN': 1, 'PRON': 1})",10,1.0,2,3,10,0
3856,"Moyennant deux cents francs par an, il trouva donc à louer dans un village, sur les confins du pays de Caux et de la Picardie, une sorte de logis moitié ferme, moitié maison de maître ; et, chagrin, rongé de regrets, accusant le ciel, jaloux contre tout le monde, il s'enferma dès l'âge de quarante-cinq ans, dégoûté des hommes, disait-il, et décidé à vivre en paix.",C2,5,366,66,4.5606060606060606,"Counter({'NOUN': 20, 'ADP': 16, 'PUNCT': 14, 'VERB': 9, 'DET': 7, 'NUM': 4, 'PRON': 4, 'ADJ': 4, 'CCONJ': 3, 'PROPN': 2, 'ADV': 1})",56,0.8484848484848485,13,9,66,1
3857,Il a des lunettes,A1,0,17,4,3.5,"Counter({'PRON': 1, 'VERB': 1, 'DET': 1, 'NOUN': 1})",4,1.0,0,1,4,0
3858,"Les devoirs sont, bien sûr, tout à fait nécessaires, si on veut faire des progrès dans ses études.",B1,2,98,18,4.5,"Counter({'NOUN': 4, 'PUNCT': 4, 'DET': 3, 'ADV': 2, 'ADJ': 2, 'ADP': 2, 'VERB': 2, 'AUX': 1, 'SCONJ': 1, 'PRON': 1})",18,1.0,3,1,18,1
3859,Je suis arrivée il y a un mois et j'habite en colocation avec deux copines,A1,0,74,15,4.0,"Counter({'PRON': 4, 'VERB': 3, 'NOUN': 3, 'ADP': 2, 'AUX': 1, 'DET': 1, 'CCONJ': 1, 'NUM': 1})",15,1.0,0,2,15,0
3860,"À l'époque elle avait adoré son aspect brillant et rutilant, sans la moindre éraflure.",C1,4,86,14,5.214285714285714,"Counter({'NOUN': 4, 'DET': 3, 'ADP': 2, 'VERB': 2, 'PUNCT': 2, 'PRON': 1, 'AUX': 1, 'CCONJ': 1, 'ADJ': 1})",14,1.0,1,4,14,0
3861,"Si tu étais moins bavard, les gens te confieraient plus de secrets intimes et confidentiels.",B2,3,92,15,5.2,"Counter({'NOUN': 4, 'ADV': 3, 'VERB': 2, 'PUNCT': 2, 'DET': 2, 'SCONJ': 1, 'PRON': 1, 'CCONJ': 1, 'ADJ': 1})",15,1.0,1,2,15,0
3862,"Parce que la philosophie se trouve de plus en plus mobilisée en étendard face à un religieux invasif ou agressif, et parce qu'elle prend aujourd'hui les traits d'une quasi-religion laïque, un ouvrage comme celui de Pierre Bouretz brouille des pistes trop tracées.",C1,4,263,42,5.285714285714286,"Counter({'NOUN': 8, 'ADP': 8, 'DET': 5, 'SCONJ': 4, 'VERB': 4, 'ADV': 4, 'PRON': 3, 'ADJ': 3, 'PUNCT': 3, 'CCONJ': 2, 'PROPN': 2, 'X': 1})",38,0.9047619047619048,2,9,42,1
3863,L'idéal est évidemment que le parent sache sur quelles notions son enfant a achoppé durant l'année,C2,5,98,16,5.1875,"Counter({'DET': 5, 'NOUN': 4, 'ADJ': 2, 'AUX': 2, 'ADP': 2, 'ADV': 1, 'SCONJ': 1, 'VERB': 1})",16,1.0,0,1,16,1
3864,"Derrière elle, elle l'entendit l'appeler.",B1,2,41,5,7.4,"Counter({'PRON': 3, 'PUNCT': 2, 'VERB': 2, 'ADP': 1, 'DET': 1})",5,1.0,1,3,5,0
3865,Son frère est à côté,A1,0,20,5,3.2,"Counter({'NOUN': 2, 'DET': 1, 'AUX': 1, 'ADP': 1})",5,1.0,0,0,5,0
3866,"D'autres enquêtes montrent que les enseignants interrogent plus souvent les filles que leurs camarades du sexe ""fort"" sur des sujets à connaître ""par coeur"".",C1,4,157,24,5.583333333333333,"Counter({'NOUN': 7, 'DET': 5, 'PUNCT': 5, 'ADP': 4, 'ADV': 3, 'ADJ': 2, 'VERB': 2, 'SCONJ': 2})",22,0.9166666666666666,0,7,24,1
3867,Mais ses batteries solaires qui devaient prendre le relais n'ont pas reçu assez de lumière pour lui permettre de rester actif.,B1,2,126,21,5.0476190476190474,"Counter({'VERB': 5, 'NOUN': 3, 'ADV': 3, 'ADP': 3, 'DET': 2, 'ADJ': 2, 'PRON': 2, 'CCONJ': 1, 'AUX': 1, 'PUNCT': 1})",20,0.9523809523809523,0,4,21,1
3868,L'entrepreneur a présenté une estimation tout à fait raisonnable.,C2,5,65,9,6.333333333333333,"Counter({'NOUN': 3, 'DET': 2, 'AUX': 1, 'VERB': 1, 'ADV': 1, 'ADP': 1, 'ADJ': 1, 'PUNCT': 1})",9,1.0,0,4,9,0
3869,Nous aurions voulu rentrer plus tôt.,B2,3,36,6,5.166666666666667,"Counter({'VERB': 2, 'ADV': 2, 'PRON': 1, 'ADJ': 1, 'PUNCT': 1})",6,1.0,0,0,6,0
3870,"Un trône est un siège, une chaise ou un fauteuil sur lequel un souverain s'assoit dans les circonstances solennelles.",B1,2,117,19,5.2105263157894735,"Counter({'DET': 6, 'NOUN': 6, 'PUNCT': 2, 'ADP': 2, 'PRON': 2, 'AUX': 1, 'CCONJ': 1, 'VERB': 1, 'ADJ': 1})",17,0.8947368421052632,1,5,19,1
3871,Mais j'ai réussi à les mettre au lit tous en même temps cette fois.,B1,2,67,14,3.857142857142857,"Counter({'ADP': 3, 'NOUN': 3, 'PRON': 2, 'VERB': 2, 'ADJ': 2, 'CCONJ': 1, 'AUX': 1, 'DET': 1, 'PUNCT': 1})",14,1.0,0,0,14,0
3872,Jason a très faim et cherche un restaurant,B1,2,42,8,4.375,"Counter({'NOUN': 3, 'AUX': 1, 'ADV': 1, 'CCONJ': 1, 'VERB': 1, 'DET': 1})",8,1.0,0,1,8,0
3873,Qui a arrêté le policier voleur ?,A1,0,33,7,3.857142857142857,"Counter({'PRON': 1, 'AUX': 1, 'VERB': 1, 'DET': 1, 'NOUN': 1, 'ADJ': 1, 'PUNCT': 1})",7,1.0,0,1,7,0
3874,"Il les assembla donc, leur fit donner des cognées, et leur ordonna de tailler dans la forêt une route qui la traverserait d'outre en outre.",B2,3,139,25,4.6,"Counter({'DET': 6, 'ADP': 5, 'PRON': 4, 'NOUN': 4, 'ADV': 3, 'PUNCT': 3, 'VERB': 3, 'CCONJ': 1})",23,0.92,2,3,25,1
3875,"Le caractère pénible et douloureux du travail est ainsi exprimé dans la phrase ""tu travailleras à la sueur de ton front""",C2,5,120,21,4.761904761904762,"Counter({'NOUN': 6, 'DET': 4, 'ADP': 4, 'ADJ': 2, 'VERB': 2, 'PUNCT': 2, 'CCONJ': 1, 'AUX': 1, 'ADV': 1})",20,0.9523809523809523,0,3,21,1
3876,"Nos techniques et nos actions ne cessent d'engendrer des effets imprévisibles, souvent contraires à nos intentions.",C1,4,115,16,6.25,"Counter({'DET': 4, 'ADJ': 3, 'NOUN': 3, 'ADV': 3, 'ADP': 2, 'PUNCT': 2, 'CCONJ': 1, 'VERB': 1})",15,0.9375,1,5,16,1
3877,"De son côté, la délégation américaine a tenté de persuader Moscou de ne pas approuver le texte, arguant que les technologies du futur permettraient de réduire les émissions de GES sans contrainte.",C1,4,196,32,5.15625,"Counter({'ADP': 8, 'NOUN': 6, 'DET': 5, 'ADJ': 4, 'VERB': 4, 'PUNCT': 3, 'ADV': 2, 'AUX': 1, 'PROPN': 1, 'SCONJ': 1})",28,0.875,2,8,32,1
3878,Il neigeait de plus en plus fort.,A2,1,33,7,3.857142857142857,"Counter({'ADV': 3, 'ADP': 2, 'PRON': 1, 'VERB': 1, 'PUNCT': 1})",6,0.8571428571428571,0,1,7,0
3879,"Il doit étudier et écrire pendant quatre heures le matin et il ne peut se reposer que vingt minutes au moment de la récréation, à dix heures du matin",A2,1,154,29,4.344827586206897,"Counter({'NOUN': 7, 'ADP': 4, 'PRON': 3, 'VERB': 3, 'NUM': 3, 'ADJ': 2, 'CCONJ': 2, 'DET': 2, 'ADV': 1, 'SCONJ': 1, 'PUNCT': 1, 'X': 1})",26,0.896551724137931,1,2,29,1
3880,Projet d'externalisation de notre production de médicaments et des essais cliniques.,B2,3,84,11,6.7272727272727275,"Counter({'NOUN': 5, 'ADP': 4, 'DET': 1, 'CCONJ': 1, 'ADJ': 1, 'PUNCT': 1})",10,0.9090909090909091,0,4,11,0
3881,"Je devins sombre, taciturne, inégal dans mon humeur, amer dans mes discours.",C2,5,76,12,5.416666666666667,"Counter({'PUNCT': 4, 'NOUN': 3, 'ADJ': 3, 'ADP': 2, 'DET': 2, 'PRON': 1, 'VERB': 1})",11,0.9166666666666666,3,2,12,0
3882,"Selon le journaliste Nicholas Carr, l'usage intensif d'Internet modifierait nos comportements de travail intellectuel et dégraderait nos capacités cognitives.",B2,3,158,19,7.368421052631579,"Counter({'NOUN': 5, 'DET': 4, 'ADP': 3, 'PROPN': 3, 'ADJ': 3, 'PUNCT': 2, 'VERB': 2, 'CCONJ': 1})",18,0.9473684210526315,1,10,19,1
3883,"Au bout du petit matin, une autre petite maison qui sent très mauvais dans une rue très étroite, une maison minuscule qui abrite en ses entrailles de bois pourri de dizaines de rats et la turbulence de mes six frères et soeurs, une petite maison cruelle dont la intransigeance affole nos fin de mois et mon père fantasque grignoté d'une seule misère, je n'ai jamais su laquelle, qu'une imprévisible sorcellerie assoupit en mélancolique tendresse ou exalte en haut flammes de colère ; et ma mère dont les jambes pour notre faim inlassable pédalent, pédalent de jour, de nuit, je suis même réveillé la nuit par ces jambes inlassables qui pédalent la nuit et la morsure âpre dans la chair molle de la nuit d'une Singer et que ma mère pédale, pédale pour notre faim et de jour et de nuit.",C2,5,784,140,4.607142857142857,"Counter({'NOUN': 41, 'DET': 24, 'ADP': 23, 'ADJ': 15, 'PUNCT': 11, 'VERB': 11, 'CCONJ': 9, 'PRON': 8, 'ADV': 6, 'AUX': 2, 'SCONJ': 2, 'NUM': 1, 'PROPN': 1})",93,0.6642857142857143,10,20,140,1
3884,"Toute tentative de remonter aux origines du langage humain deviendrait impossible et le mystère de la ""première langue"" ne serait jamais percé.",B2,3,143,22,5.545454545454546,"Counter({'NOUN': 5, 'ADP': 4, 'DET': 3, 'VERB': 3, 'ADJ': 3, 'PUNCT': 3, 'ADV': 2, 'CCONJ': 1, 'AUX': 1})",21,0.9545454545454546,0,6,22,1
3885,"En plus, il y avait le grand parasol qui prenait toute la place",A2,1,63,13,3.923076923076923,"Counter({'PRON': 3, 'VERB': 2, 'DET': 2, 'ADJ': 2, 'NOUN': 2, 'ADP': 1, 'ADV': 1, 'PUNCT': 1})",13,1.0,1,0,13,0
3886,La maison de Ben est grande,B1,2,27,6,3.6666666666666665,"Counter({'DET': 1, 'NOUN': 1, 'ADP': 1, 'PROPN': 1, 'AUX': 1, 'ADJ': 1})",6,1.0,0,0,6,0
3887,Des crèches vivantes y sont organisées et la paroisse se prépare pour la messe de minuit,B2,3,88,16,4.5625,"Counter({'NOUN': 4, 'DET': 3, 'PRON': 2, 'VERB': 2, 'ADP': 2, 'ADJ': 1, 'AUX': 1, 'CCONJ': 1})",15,0.9375,0,3,16,1
3888,"Il a trouvé ses clés dans la niche du chien, sous un tas de feuilles.",A2,1,69,15,3.6666666666666665,"Counter({'NOUN': 5, 'ADP': 4, 'DET': 3, 'PUNCT': 2, 'PRON': 1, 'AUX': 1, 'VERB': 1})",15,1.0,1,1,15,0
3889,"Comme tant d'autres aussi, faute de s'être pliée à des convenances factices, mais nécessaires, elle avait vu ses espérances trompées, sa jeunesse passer sans plaisir ; et la vieillesse enfin l'avait atteinte sans la soumettre.",C2,5,226,35,5.485714285714286,"Counter({'DET': 6, 'PUNCT': 6, 'NOUN': 6, 'ADP': 5, 'ADJ': 4, 'VERB': 4, 'ADV': 3, 'PRON': 3, 'AUX': 3, 'CCONJ': 2, 'PROPN': 1})",33,0.9428571428571428,5,10,35,1
3890,"Cette situation pourrait laisser croire qu'il y a un retard dans l'apprentissage d'une des deux langues, mais quand on étudie le vocabulaire des enfants bilingues et monolingues à trois ans, on trouve le même nombre de mots, en moyenne.",B1,2,236,39,5.076923076923077,"Counter({'NOUN': 10, 'ADP': 7, 'DET': 6, 'VERB': 6, 'PRON': 4, 'PUNCT': 4, 'ADJ': 3, 'SCONJ': 2, 'NUM': 2, 'CCONJ': 2})",36,0.9230769230769231,3,8,39,1
3891,La pluie vient arroser les champs et sauve ainsi la colonie d'un grand malheur,B2,3,78,14,4.642857142857143,"Counter({'DET': 4, 'NOUN': 4, 'VERB': 2, 'ADJ': 2, 'CCONJ': 1, 'ADV': 1, 'ADP': 1})",14,1.0,0,0,14,0
3892,Claude HAGÈGE est Professeur au Collège de France et Directeur d'études à l'École Pratique des Hautes Études,B2,3,108,17,5.411764705882353,"Counter({'NOUN': 6, 'PROPN': 5, 'ADP': 5, 'AUX': 1, 'CCONJ': 1, 'DET': 1})",17,1.0,0,4,17,1
3893,"Il ne faut pas que je dépasse 5, car je ne connais pas 6.",A1,0,57,14,3.142857142857143,"Counter({'PRON': 4, 'ADV': 4, 'VERB': 3, 'PUNCT': 2, 'SCONJ': 1, 'NUM': 1, 'CCONJ': 1})",11,0.7857142857142857,1,0,14,0
3894,La tête se compose du visage et du crâne qui est recouvert de cheveux,B1,2,69,14,4.0,"Counter({'NOUN': 3, 'DET': 2, 'PRON': 2, 'VERB': 2, 'ADP': 2, 'CCONJ': 1, 'AUX': 1, 'ADJ': 1})",13,0.9285714285714286,0,1,14,0
3895,"L'année dernière, j'ai fait deux stages en entreprise.",B1,2,54,8,5.875,"Counter({'NOUN': 3, 'PUNCT': 2, 'DET': 1, 'ADJ': 1, 'PRON': 1, 'AUX': 1, 'VERB': 1, 'NUM': 1, 'ADP': 1})",8,1.0,1,2,8,0
3896,"Car, si les émoluments fixes étaient insignifiants, il y avait le casuel, il y avait surtout les quêtes à domicile.",C2,5,115,20,4.8,"Counter({'NOUN': 5, 'PUNCT': 4, 'PRON': 4, 'DET': 3, 'VERB': 2, 'CCONJ': 1, 'SCONJ': 1, 'ADJ': 1, 'AUX': 1, 'ADV': 1, 'ADP': 1})",16,0.8,3,3,20,1
3897,"La vie, c'est comme une boîte de chocolats : on ne sait jamais sur quoi on va tomber.",B1,2,85,18,3.7777777777777777,"Counter({'PRON': 4, 'NOUN': 3, 'PUNCT': 3, 'ADP': 3, 'VERB': 3, 'DET': 2, 'ADV': 2, 'AUX': 1})",17,0.9444444444444444,2,1,18,1
3898,"Ici, tout est immense, il y a du monde partout, les gens sont pressés, . c'est impressionnant !",A1,0,95,18,4.333333333333333,"Counter({'PUNCT': 6, 'ADV': 3, 'AUX': 3, 'PRON': 3, 'VERB': 3, 'NOUN': 2, 'ADJ': 1, 'ADP': 1, 'DET': 1})",18,1.0,4,4,18,1
3899,Illusion du laid qui est une opinion changeante!,C1,4,48,8,5.125,"Counter({'NOUN': 3, 'ADP': 1, 'PRON': 1, 'AUX': 1, 'DET': 1, 'ADJ': 1, 'PUNCT': 1})",8,1.0,0,2,8,0
3900,Mais les jeunes ils attendent ça depuis longtemps.,A2,1,50,8,5.375,"Counter({'PRON': 2, 'CCONJ': 1, 'DET': 1, 'NOUN': 1, 'VERB': 1, 'ADP': 1, 'ADV': 1, 'PUNCT': 1})",8,1.0,0,2,8,0
3901,"Quand elle vécut cette catastrophe hors norme, soudain elle perdit son sang froid.",C1,4,82,13,5.384615384615385,"Counter({'NOUN': 3, 'PRON': 2, 'VERB': 2, 'DET': 2, 'PUNCT': 2, 'SCONJ': 1, 'ADP': 1, 'ADV': 1, 'ADJ': 1})",12,0.9230769230769231,1,1,13,0
3902,Il est important de boire du café.,A1,0,34,7,4.0,"Counter({'ADP': 2, 'PRON': 1, 'AUX': 1, 'ADJ': 1, 'VERB': 1, 'NOUN': 1, 'PUNCT': 1})",7,1.0,0,1,7,0
3903,"Presque toujours, pour vivre en repos avec nousmêmes, nous travestissons en calculs et en systèmes nos impuissances ou nos faiblesses : cela satisfait cette portion de nous qui est, pour ainsi dire, spectatrice de l'autre.",C2,5,222,35,5.371428571428571,"Counter({'ADP': 8, 'NOUN': 8, 'PUNCT': 6, 'VERB': 5, 'PRON': 5, 'DET': 4, 'ADV': 3, 'CCONJ': 2})",29,0.8285714285714286,5,9,35,1
3904,Le rouge est une couleur vive.,A1,0,30,6,4.166666666666667,"Counter({'DET': 2, 'NOUN': 2, 'AUX': 1, 'ADJ': 1, 'PUNCT': 1})",6,1.0,0,0,6,0
3905,"La Fondation à la pâte a été créée en 2011, dans la continuité de l'opération du même nom lancée en 1995 par l'Académie des sciences à l'initiative du prix Nobel de physique.",C2,5,174,32,4.46875,"Counter({'ADP': 11, 'NOUN': 10, 'DET': 6, 'AUX': 2, 'VERB': 2, 'NUM': 2, 'PUNCT': 2, 'ADJ': 1, 'PROPN': 1})",27,0.84375,1,7,32,1
3906,"Les longues salles rococo, étourdissantes de peluche et de volutes d'or, étaient peuplées de fragments romains, blancs et dissociés : une jambe de coureur, la tête glacée à demi détournée d'une matrone frappée au sein, dont les prunelles aveugles et hardies recevaient une pupille de toute ombre fugitive, en sorte que ce qu'elles regardaient était un acte de soleil.",C2,5,367,59,5.237288135593221,"Counter({'NOUN': 19, 'ADP': 11, 'PUNCT': 8, 'DET': 7, 'ADJ': 7, 'VERB': 7, 'PRON': 4, 'CCONJ': 3, 'AUX': 2, 'SCONJ': 1})",51,0.864406779661017,7,13,59,1
3907,"À la fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.",B1,2,175,33,4.333333333333333,"Counter({'NOUN': 6, 'PUNCT': 6, 'ADP': 4, 'VERB': 4, 'PRON': 4, 'DET': 3, 'ADV': 3, 'AUX': 3, 'PROPN': 2, 'CCONJ': 2, 'NUM': 1})",29,0.8787878787878788,5,5,33,1
